S.NO,Date,Entity,Code,Oil Consumption - EJ,Gas Consumption - EJ,Coal Consumption - EJ,Hydro Consumption - EJ,Nuclear Consumption - EJ,Annual CO2 emissions per unit energy (kg per kilowatt-hour)
1987,10-06-2015,India,IND,164.1498,2.6632721,412.41569,55.59855,0.6337317,0.251
1988,11-06-2015,India,IND,169.36036,3.5587828,419.28558,62.21538,1.7007466,0.244
1989,12-06-2015,India,IND,189.77104,3.9542031,433.82506,71.803031,1.5657092,0.249
1990,13-06-2015,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
1991,14-06-2015,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
1992,15-06-2015,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
1993,16-06-2015,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
1994,17-06-2015,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
1995,18-06-2015,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
1996,19-06-2015,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
1997,20-06-2015,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
1998,21-06-2015,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
1999,22-06-2015,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
2000,23-06-2015,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
2001,24-06-2015,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
2002,25-06-2015,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
2003,26-06-2015,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
2004,27-06-2015,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
2005,28-06-2015,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
2006,29-06-2015,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
2007,30-06-2015,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
2008,01-07-2015,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
2009,02-07-2015,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
2010,03-07-2015,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
2011,04-07-2015,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
2012,05-07-2015,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
2013,06-07-2015,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
2014,07-07-2015,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
2015,08-07-2015,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
2016,09-07-2015,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
2017,10-07-2015,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
2018,11-07-2015,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
2019,12-07-2015,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
2020,13-07-2015,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
2021,14-07-2015,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
2022,15-07-2015,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
2023,16-07-2015,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
2024,17-07-2015,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
2025,18-07-2015,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
2026,19-07-2015,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
2027,20-07-2015,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
2028,21-07-2015,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
2029,22-07-2015,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
2030,23-07-2015,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
2031,24-07-2015,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
2032,25-07-2015,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
2033,26-07-2015,India,IND,2069.5759,556.99136,3837.7606,298.21211,85.359927,0.281
2034,27-07-2015,India,IND,2083.451,490.19341,4102.856,337.9086,85.27718,0.281
2035,28-07-2015,India,IND,2144.1227,485.01605,4507.1405,353.73336,88.272163,0.282
2036,29-07-2015,India,IND,2316.8021,478.06875,4597.0264,337.17335,96.908982,0.283
2037,30-07-2015,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
2038,31-07-2015,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
2039,01-08-2015,India,IND,146.99525,2.3725218,413.40768,53.241536,0.0132838,0.249
2040,02-08-2015,India,IND,164.1498,2.6632721,412.41569,55.59855,0.6337317,0.251
2041,03-08-2015,India,IND,169.36036,3.5587828,419.28558,62.21538,1.7007466,0.244
2042,04-08-2015,India,IND,189.77104,3.9542031,433.82506,71.803031,1.5657092,0.249
2043,05-08-2015,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
2044,06-08-2015,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
2045,07-08-2015,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
2046,08-08-2015,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
2047,09-08-2015,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
2048,10-08-2015,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
2049,11-08-2015,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
2050,12-08-2015,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
2051,13-08-2015,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
2052,14-08-2015,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
2053,15-08-2015,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
2054,16-08-2015,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
2055,17-08-2015,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
2056,18-08-2015,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
2057,19-08-2015,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
2058,20-08-2015,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
2059,21-08-2015,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
2060,22-08-2015,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
2061,23-08-2015,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
2062,24-08-2015,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
2063,25-08-2015,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
2064,26-08-2015,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
2065,27-08-2015,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
2066,28-08-2015,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
2067,29-08-2015,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
2068,30-08-2015,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
2069,31-08-2015,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
2070,01-09-2015,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
2071,02-09-2015,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
2072,03-09-2015,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
2073,04-09-2015,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
2074,05-09-2015,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
2075,06-09-2015,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
2076,07-09-2015,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
2077,08-09-2015,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
2078,09-09-2015,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
2079,10-09-2015,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
2080,11-09-2015,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
2081,12-09-2015,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
2082,13-09-2015,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
2083,14-09-2015,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
2084,15-09-2015,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
2085,16-09-2015,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
2086,17-09-2015,India,IND,2069.5759,556.99136,3837.7606,298.21211,85.359927,0.281
2087,18-09-2015,India,IND,2083.451,490.19341,4102.856,337.9086,85.27718,0.281
2088,19-09-2015,India,IND,2144.1227,485.01605,4507.1405,353.73336,88.272163,0.282
2089,20-09-2015,India,IND,2316.8021,478.06875,4597.0264,337.17335,96.908982,0.283
2090,21-09-2015,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
2091,22-09-2015,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
2092,23-09-2015,India,IND,146.99525,2.3725218,413.40768,53.241536,0.0132838,0.249
2093,24-09-2015,India,IND,164.1498,2.6632721,412.41569,55.59855,0.6337317,0.251
2094,25-09-2015,India,IND,169.36036,3.5587828,419.28558,62.21538,1.7007466,0.244
2095,26-09-2015,India,IND,189.77104,3.9542031,433.82506,71.803031,1.5657092,0.249
2096,27-09-2015,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
2097,28-09-2015,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
2098,29-09-2015,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
2099,30-09-2015,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
2100,01-10-2015,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
2101,02-10-2015,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
2102,03-10-2015,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
2103,04-10-2015,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
2104,05-10-2015,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
2105,06-10-2015,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
2106,07-10-2015,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
2107,08-10-2015,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
2108,09-10-2015,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
2109,10-10-2015,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
2110,11-10-2015,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
2111,12-10-2015,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
2112,13-10-2015,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
2113,14-10-2015,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
2114,15-10-2015,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
2115,16-10-2015,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
2116,17-10-2015,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
2117,18-10-2015,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
2118,19-10-2015,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
2119,20-10-2015,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
2120,21-10-2015,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
2121,22-10-2015,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
2122,23-10-2015,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
2123,24-10-2015,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
2124,25-10-2015,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
2125,26-10-2015,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
2126,27-10-2015,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
2127,28-10-2015,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
2128,29-10-2015,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
2129,30-10-2015,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
2130,31-10-2015,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
2131,01-11-2015,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
2132,02-11-2015,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
2133,03-11-2015,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
2134,04-11-2015,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
2135,05-11-2015,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
2136,06-11-2015,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
2137,07-11-2015,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
2138,08-11-2015,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
2139,09-11-2015,India,IND,2069.5759,556.99136,3837.7606,298.21211,85.359927,0.281
2140,10-11-2015,India,IND,2083.451,490.19341,4102.856,337.9086,85.27718,0.281
2141,11-11-2015,India,IND,2144.1227,485.01605,4507.1405,353.73336,88.272163,0.282
2142,12-11-2015,India,IND,2316.8021,478.06875,4597.0264,337.17335,96.908982,0.283
2143,13-11-2015,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
2144,14-11-2015,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
2145,15-11-2015,India,IND,146.99525,2.3725218,413.40768,53.241536,0.0132838,0.249
2146,16-11-2015,India,IND,164.1498,2.6632721,412.41569,55.59855,0.6337317,0.251
2147,17-11-2015,India,IND,169.36036,3.5587828,419.28558,62.21538,1.7007466,0.244
2148,18-11-2015,India,IND,189.77104,3.9542031,433.82506,71.803031,1.5657092,0.249
2149,19-11-2015,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
2150,20-11-2015,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
2151,21-11-2015,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
2152,22-11-2015,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
2153,23-11-2015,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
2154,24-11-2015,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
2155,25-11-2015,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
2156,26-11-2015,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
2157,27-11-2015,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
2158,28-11-2015,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
2159,29-11-2015,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
2160,30-11-2015,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
2161,01-12-2015,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
2162,02-12-2015,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
2163,03-12-2015,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
2164,04-12-2015,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
2165,05-12-2015,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
2166,06-12-2015,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
2167,07-12-2015,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
2168,08-12-2015,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
2169,09-12-2015,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
2170,10-12-2015,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
2171,11-12-2015,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
2172,12-12-2015,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
2173,13-12-2015,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
2174,14-12-2015,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
2175,15-12-2015,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
2176,16-12-2015,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
2177,17-12-2015,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
2178,18-12-2015,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
2179,19-12-2015,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
2180,20-12-2015,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
2181,21-12-2015,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
2182,22-12-2015,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
2183,23-12-2015,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
2184,24-12-2015,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
2185,25-12-2015,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
2186,26-12-2015,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
2187,27-12-2015,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
2188,28-12-2015,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
2189,29-12-2015,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
2190,30-12-2015,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
2191,31-12-2015,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
2192,01-01-2016,India,IND,146.99525,2.3725218,413.40768,53.241536,0.0132838,0.249
2193,02-01-2016,India,IND,164.1498,2.6632721,412.41569,55.59855,0.6337317,0.251
2194,03-01-2016,India,IND,169.36036,3.5587828,419.28558,62.21538,1.7007466,0.244
2195,04-01-2016,India,IND,189.77104,3.9542031,433.82506,71.803031,1.5657092,0.249
2196,05-01-2016,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
2197,06-01-2016,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
2198,07-01-2016,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
2199,08-01-2016,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
2200,09-01-2016,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
2201,10-01-2016,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
2202,11-01-2016,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
2203,12-01-2016,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
2204,13-01-2016,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
2205,14-01-2016,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
2206,15-01-2016,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
2207,16-01-2016,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
2208,17-01-2016,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
2209,18-01-2016,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
2210,19-01-2016,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
2211,20-01-2016,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
2212,21-01-2016,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
2213,22-01-2016,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
2214,23-01-2016,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
2215,24-01-2016,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
2216,25-01-2016,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
2217,26-01-2016,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
2218,27-01-2016,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
2219,28-01-2016,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
2220,29-01-2016,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
2221,30-01-2016,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
2222,31-01-2016,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
2223,01-02-2016,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
2224,02-02-2016,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
2225,03-02-2016,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
2226,04-02-2016,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
2227,05-02-2016,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
2228,06-02-2016,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
2229,07-02-2016,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
2230,08-02-2016,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
2231,09-02-2016,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
2232,10-02-2016,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
2233,11-02-2016,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
2234,12-02-2016,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
2235,13-02-2016,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
2236,14-02-2016,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
2237,15-02-2016,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
2238,16-02-2016,India,IND,1953.5029,602.85925,3542.8437,341.3079,83.506476,0.268
2239,17-02-2016,India,IND,2069.5759,556.99136,3837.7606,298.21211,85.359927,0.281
2240,18-02-2016,India,IND,2083.451,490.19341,4102.856,337.9086,85.27718,0.281
2241,19-02-2016,India,IND,2144.1227,485.01605,4507.1405,353.73336,88.272163,0.282
2242,20-02-2016,India,IND,2316.8021,478.06875,4597.0264,337.17335,96.908982,0.283
2243,21-02-2016,India,IND,2540.9752,507.91022,4682.3628,322.85342,95.304591,0.285
2244,22-02-2016,India,IND,2635.2339,537.35587,4849.1729,339.6252,93.536199,0.279
2245,23-02-2016,India,IND,2763.984,580.914,5154.9107,347.03921,97.05591,0.281
2246,24-02-2016,India,IND,2843.93,596.80896,5172.2228,400.76976,111.83318,0.277
2247,25-02-2016,India,IND,146.99525,2.3725218,413.40768,53.241536,0.0132838,0.249
2248,26-02-2016,India,IND,164.1498,2.6632721,412.41569,55.59855,0.6337317,0.251
2249,27-02-2016,India,IND,169.36036,3.5587828,419.28558,62.21538,1.7007466,0.244
2250,28-02-2016,India,IND,189.77104,3.9542031,433.82506,71.803031,1.5657092,0.249
2251,29-02-2016,India,IND,227.92901,4.7450437,460.84157,79.721129,2.0132838,0.229
2252,01-03-2016,India,IND,226.89162,6.3284712,436.80922,84.545644,3.6337317,0.239
2253,02-03-2016,India,IND,243.3326,6.7062241,442.87255,92.733817,2.7007466,0.243
2254,03-03-2016,India,IND,262.38346,7.3559121,467.6834,90.008518,2.5657092,0.244
2255,04-03-2016,India,IND,276.95929,7.3366621,461.44977,95.851952,5.4260454,0.247
2256,05-03-2016,India,IND,271.54317,8.3039753,520.85651,92.230496,4.9963812,0.24
2257,06-03-2016,India,IND,278.09305,10.6308,559.90665,110.19046,5.9539186,0.243
2258,07-03-2016,India,IND,293.25892,12.914354,583.03529,115.27277,7.377948,0.242
2259,08-03-2016,India,IND,315.04428,13.792636,610.34665,125.76885,5.1436946,0.242
2260,09-03-2016,India,IND,342.374,15.404824,590.66458,156.04177,6.2853739,0.237
2261,10-03-2016,India,IND,369.47305,19.158577,627.49338,150.46841,6.5186202,0.235
2262,11-03-2016,India,IND,376.81647,11.33104,659.56551,154.00393,6.8009709,0.241
2263,12-03-2016,India,IND,405.6556,19.781797,742.143,164.11946,6.850075,0.235
2264,13-03-2016,India,IND,422.65667,25.934583,733.90461,138.49919,5.990747,0.245
2265,14-03-2016,India,IND,444.3533,30.857774,779.04867,133.45371,8.5441801,0.252
2266,15-03-2016,India,IND,477.06741,35.340622,818.31148,149.118,11.220374,0.242
2267,16-03-2016,India,IND,517.6362,43.228315,857.39776,143.92524,12.521643,0.252
2268,17-03-2016,India,IND,544.25989,60.400292,921.24079,146.02445,13.945673,0.253
2269,18-03-2016,India,IND,561.76722,69.577063,1011.6306,136.00714,14.78044,0.254
2270,19-03-2016,India,IND,616.50128,81.50495,1085.5582,151.7083,16.879666,0.252
2271,20-03-2016,India,IND,667.77317,96.904673,1179.942,176.0272,11.17127,0.253
2272,21-03-2016,India,IND,693.53732,115.92744,1276.0261,184.43644,17.763546,0.252
2273,22-03-2016,India,IND,704.79804,129.10812,1357.8787,205.33039,15.038248,0.255
2274,23-03-2016,India,IND,741.82693,144.34701,1438.2577,194.61334,17.788099,0.258
2275,24-03-2016,India,IND,749.62829,146.67096,1489.6265,196.47931,17.297054,0.26
2276,25-03-2016,India,IND,805.07007,158.5693,1537.2883,222.81159,13.736979,0.261
2277,26-03-2016,India,IND,897.83953,180.77843,1631.6147,210.89148,21.151756,0.258
2278,27-03-2016,India,IND,969.20807,197.31737,1678.483,191.82666,23.336905,0.269
2279,28-03-2016,India,IND,1036.2613,214.5265,1755.9248,195.03073,27.97727,0.265
2280,29-03-2016,India,IND,1109.9131,235.42893,1814.3417,232.31331,31.586459,0.255
2281,30-03-2016,India,IND,1211.4325,241.2338,1797.316,228.47088,35.355228,0.27
2282,31-03-2016,India,IND,1273.5222,253.62713,1911.7929,213.8623,43.801199,0.264
2283,01-04-2016,India,IND,1280.5434,254.27768,1927.7267,198.76482,52.127438,0.266
2284,02-04-2016,India,IND,1364.8846,265.54433,2013.4577,187.94582,53.063493,0.262
2285,03-04-2016,India,IND,1400.5102,284.26921,2108.8195,188.78785,49.424371,0.261
2286,04-04-2016,India,IND,1437.8411,306.69163,2243.5303,272.42251,57.540173,0.259
2287,05-04-2016,India,IND,1464.2461,343.25664,2456.1153,262.0476,47.683424,0.257
2288,06-04-2016,India,IND,1538.3931,358.7721,2550.4281,301.02141,47.128955,0.26
2289,07-04-2016,India,IND,1653.9789,388.10291,2791.5727,325.6913,47.365703,0.258
2290,08-04-2016,India,IND,1734.1092,399.87697,3015.3202,304.01784,40.205375,0.263
2291,09-04-2016,India,IND,1825.0987,491.08124,3266.0752,278.97344,44.11655,0.269
2292,10-04-2016,India,IND,1866.3136,589.61669,3377.142,283.53545,60.183463,0.267
